x,y
0.140811836040367,0.6421217349332933
0.14698526643949061,0.5966910015168096
0.13426955152926148,0.6247873685662678
0.08156113287151671,0.6770586713974459
0.05778821811606351,0.6257977000086667
0.39287685411038964,0.2167430891380444
0.40223332455854643,0.25133551963695877
0.36967762903832846,0.20327532646007318
0.37303402314671263,0.2400332799964094
0.3200609382830525,0.18557596217487432
0.4121670132385949,0.038376289410686215
0.3495770245535671,0.0460951312334573
0.4290078829742324,0.007513210657861268
0.4242954282169764,0.012280257507478909
0.4395558317223824,0.009828621126117855
0.8629034490998709,0.898323804187978
0.9309182135696685,0.946958794773059
0.9271817928426858,0.9104413010899081
0.8672864996392166,0.941530665802919
0.8633414946678419,0.9120774315588968
0.3509223796389951,0.8028832497618229
0.29782631975273893,0.8440405360533655
0.29781383468950356,0.7895554917894001
0.2570663803198273,0.8474526829994254
0.35986233665968564,0.7709424775139182
0.4852070215677689,0.6142066241956812
0.45862313499964796,0.595904980932745
0.48585857462852716,0.6413851483983144
0.45633807467298376,0.6651941278380102
0.4773161262572743,0.6046777653795113
0.7205860294207569,0.11263097337819057
0.6593917800417137,0.12955327866673227
0.7025063398679989,0.11943646563444801
0.5783740276436625,0.13030377113210156
0.6703300146575399,0.09874289272203611
0.7162971214884106,0.6369943785995115
0.7639391668127681,0.6019910692537135
0.7344357195908937,0.6658950360425019
0.7759826425353519,0.6615822823009504
0.7057365207398978,0.6439068754477831
