x,y
0.9603006976164054,0.0731457538010527
0.9926168115254962,0.11951092472979258
0.9687531945248381,0.03766751564436333
0.9521821500738341,0.04862345905873788
0.9867291152738401,0.10854926182439484
0.6402880678759033,0.71258492770155335
0.63762318226848,0.7146104490627466
0.5715460329487083,0.729505169891564
0.6106875948118659,0.7490931646628571
0.5686930544545291,0.7347364007533855
0.883610385172151,0.305756928505745
0.9484935494530956,0.2883274696136185
0.920614206356263,0.33457515240418506
0.9854293896849073,0.3291721453448485
0.9247168635870087,0.25152928400870683
0.4657922153185158,0.06628624614402952
0.4732922509854327,0.0134081856565384
0.5567931834810185,0.004637220104056532
0.5034540918502912,0.013448493100971287
0.48231834887227937,0.0420142033118268
0.3067337392322329,0.11707994451996313
0.3033002653351093,0.11962420865947132
0.2591783588800492,0.10082216628687038
0.27629188842172875,0.14218346972834398
0.3281772341765156,0.1309558990542808
0.4508347849484319,0.5744381288205044
0.47010513900842843,0.5672327924282826
0.4022606804607444,0.5525125183595364
0.4179633018862239,0.5264672178901469
0.4125069060730828,0.5762656595276323
0.00259204080977099,0.28002150179609936
0.008105871319932156,0.2393130717754971
0.0499635398900523,0.2584169808106793
0.06083119375542805,0.29989093112504306
0.026445556024515343,0.2787728612653755
0.9979360055226766,0.8224615698121338
0.9951421215161168,0.8167299236505736
0.952483415869835,0.8325135011028324
0.9504730838220605,0.8146043800890606
0.9735165119846422,0.801976667172979
