x,y
0.24966432200744748,0.021994904847815633
0.14117376040667295,0.07988671073690057
0.2527827862650156,0.9258484276942909
0.7583589842543006,0.11724126804620028
0.3341294848360121,0.020697033032774925
0.7126543498598039,0.13606099667958915
0.3132495107129216,0.10300187114626169
0.8307071269955486,0.863889439497143
0.9348002490587533,0.6220776014961302
0.07235279981978238,0.5546328849159181
0.23765139770694077,0.4639733962249011
0.7131121091078967,0.7265120167285204
0.036146994680166245,0.6846729961689562
0.9067128356546164,0.21521197189576924
0.9951401462312788,0.0958910642657429
0.8975963646080345,0.17022412200458348
0.789640387520194,0.1638734198641032
0.47847307100892067,0.678017464466393
0.9420367376878858,0.7406702851876616
0.6405309208203107,0.7287276047281921
0.08727535023353994,0.21164707350544631
0.7917119972407818,0.9602514239959419
0.6528648685198277,0.9088103251997381
0.4046865771524608,0.7806285556871444
0.9700209300499409,0.457534832181409
0.07502911891788244,0.6693070591427386
0.7331303337123245,0.6405500776600093
0.35076377796940506,0.6531810292508453
0.07092257728800178,0.11066456255502999
0.5461348004173487,0.5016276815440506
0.25883013801649213,0.272715013474226
0.9742997870780528,0.7579117943532765
0.4926314379554242,0.1412430873606354
0.9144096751697361,0.9856933155097067
0.914133784128353,0.35610313690267503
0.25450139748863876,0.8328952360898256
0.510727209970355,0.5103374882601202
0.8933975780382752,0.7570617429446429
0.3541511904913932,0.11208813264966011
0.31145140738226473,0.6781465231906623
