x,y
0.9445821728919896,0.1459593469268056
0.9409623495927099,0.17819030379865897
0.9261800021049774,0.1550877534530624
0.9373143722320474,0.12347677711451568
0.9261882366988881,0.1722553244966331
0.15490719006659012,0.9103524264177608
0.14697182270944378,0.9661439653463235
0.16838755740674827,0.9203866295833544
0.18918277766653285,0.9628784064379293
0.15261277935325362,0.9563245455740146
0.7147283334687649,0.4944596339825733
0.7109005122938363,0.5169274579003336
0.7178375720485258,0.5353554260306226
0.7207632848598567,0.47520674386218287
0.7283665543782775,0.48739908512607155
0.22928787541164988,0.725311660057903
0.17738756700533742,0.7731480376292853
0.162595398051497,0.8026158361903855
0.2340974828180716,0.7498745871404092
0.18590994190147359,0.7461020238142615
0.5980007236596362,0.8688023183075174
0.6507020194424564,0.8122155287125481
0.5805343267861487,0.7954981546217341
0.6948809581412676,0.8239163605599573
0.6348019191331881,0.7974927934941645
0.22951739392064746,0.5024414934351124
0.17321264983936077,0.45080506015755084
0.2344911997062144,0.47088240999771114
0.21481411659373686,0.45376317673481437
0.15147707728913265,0.42899006721685223
0.6748421081398557,0.9732764307707236
0.6459267076499972,0.9978958836504926
0.6832934534200795,0.9774083259196934
0.6507620062391106,0.9925520238525092
0.6724744588329488,0.9480920177176033
0.3053499721427375,0.16578187956568396
0.3164847732891,0.21978251977184787
0.3457379033096495,0.14810412400640596
0.30102632803811247,0.17586196614074118
0.28136025384331537,0.13787965181440723
