x,y
0.35432736692018807,0.7301143305376172
0.3180380167905241,0.9161018300801516
0.9031399264931679,0.3214616449549794
0.8781939372420311,0.49674873892217875
0.9836288157384843,0.32948522455990314
0.5116735002957284,0.2586999137420207
0.38727776729501784,0.09531349479220808
0.3433468381408602,0.061920087318867445
0.7085276949219406,0.10184636968187988
0.20726466877385974,0.7076953409705311
0.6533804689534009,0.6897125544492155
0.2526563876308501,0.4318369512911886
0.752780441660434,0.007983234943822026
0.9302792144007981,0.6297245379537344
0.1559943649917841,0.7582016952801496
0.8738704395946115,0.46878776350058615
0.30506971292197704,0.032780840527266264
0.3817644058726728,0.131953896721825
0.33726401277817786,0.7387070339173079
0.054400931345298886,0.8789831080939621
0.7328226992394775,0.5242033039685339
0.3504263760987669,0.40015965909697115
0.2971842640545219,0.3823788764420897
0.38476728880777955,0.11820956761948764
0.12474072794429958,0.36494398140348494
0.09308915003202856,0.2328350597526878
0.055657393066212535,0.7230701688677073
0.6850367323495448,0.29202038305811584
0.5702673888299614,0.6737196345347911
0.03002852783538401,0.2234329499769956
0.22490200493484735,0.8426024143118411
0.43338984064757824,0.5227795345708728
0.1343828469980508,0.3820363157428801
0.9427840760909021,0.13977165799587965
0.8447566090617329,0.7121581127867103
0.12861469527706504,0.943805800518021
0.46875806408934295,0.7477403830271214
0.1713314475491643,0.38966438453644514
0.6226417059078813,0.49331876169890165
0.1707494102884084,0.567406035028398
